company,url,picture,address,Area,tags,numOfEmplyee,category,contactEmail,contactPhone,contactName,description,twitter,facebookPage,latitude,longitude,isHiring,on logo map?,tofes?,Company Type,Comments,"If your company is hiring, please add a link to the ""open position"" web page",~Year of establishment,~Are you familiar with the grants for Jerusalem based companies?,~Is your company looking to raise money?,~If yes- would you like to get more information about the grants?did,~If not - would you like to get more information about the grants?,~Is your company looking to raise money?,logo,Company,????,?? ????? ???????,"?????? ???""?",???? ??? ????,???,???? ????,???? ?????? ???,???? ?????,??????? ????? ?????,???? ???????,???? ??? ??? ???? ????? ????,???? ?????,???-????,"???""?",?.?,????? ?? ????? ??????? ???????? ????? ??????,??????,????? ??????,????? ????? ?? ?????? ??????,????? ??? ????,????? ?????,?????? ??????,?????? ????????,??????,????? ????,???? ????,?????? ?????,????? ???,??? ?????? ?????? ??????,????? ?????? ?? ?????? ???????,????? ????,???? ?????? ????,???? ????? ????????,????? ????? ????????,????,???????/???????,????? ?????,?????? ?????,????? Round A,???? Round A,????? Round B,???? Round B,????? Seed,???? Seed
???-????,,,,??? ????? ?????,,,,,052-2601265,???? ?????????,????? ???????? ????? ????? ?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">???-????</a>","????? ?? ???""?",Hi Show,??,??? ????,,???-??,??,??,??,??,??,???? ????????,??,???? ?????????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??? ?????? ?????,,,???? ?? 113,Givat Ram,,,,,052-2602128,?????? ???????,?????? ?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ?????? ?????</a>","????? ?? ???""?",HIL Applied Medical,??,?????,,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
?????????,http://www.visionix.com,,"??""? ???? 9",Malcha,,,,visionix@visionix.com,02-6797401,?????????,"VISIONIX develops, manufactures and distributes innovative equipment and provides a complete solution for ophthalmologists, optometrists, opticians and laboratories.",,,31.7698,35.21215,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.visionix.com"">?????????</a>","????? ?? ???""?",Visionix,??,???,02-6797399,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????????,,,????? 8 ?.?. 45170,HH,,,,,02-5870123,?????? ????????,Software of chemical engineering,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????????</a>","????? ?? ???""?",Visimix,??,???,02-5870206,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ?????????,,,?? ???? 9,??? ????? ?????,,,,,050-3834022,??? ?????,?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ?????????</a>","????? ?? ???""?",Vecoy Nanomedicines,??,?????,09-8945623,???-??,,??,??,??,,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??? ?????? ?????? ?????,http://www.ziv.co.il,,????? 8,HH,,4,Software,,02-5820666,???? ????,"?????, ????? ?????? ????? ????? ????""?, ??????? ERP ?-SAP",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.ziv.co.il"">??? ?????? ?????? ?????</a>","????? ?? ???""?",ZIV systems,??,???,02-5820606,???-??,??,??,??,??,??,????? ??? ????????,??,???? ????,"?????? ??""?",??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,10,15,,,,,,
???? ????,http://hagitbagno.co.il,http://www.hagitbagno.co.il/sites/default/files/mylogo_0.png,"Nechama 1, Homat-Shmuel",,,1,Service Provider / Outsource,hagit.bagno@gmail.com,054-3913330,Hagit Bagno,"????? ????? ????????, ???? ?????? ???? ?????? ????? ?? ???? ????????. ????? ?????? ?????????? ??? ????? ???? ???? ??????????? ?? ?????? ??????. ????? ???? ?????, ???? ????, ?????? ??????????, ??????? ???????? ???????.",,https://www.facebook.com/hagit.bagno,,,Nope,,,Service Provider / Outsource,,,,Yes,No,,,,"<img src=""http://www.hagitbagno.co.il/sites/default/files/mylogo_0.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://hagitbagno.co.il"">???? ????</a>",????? ?? MAdeinJLM,???? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?????,http://www.taldor.co.il/,,,"??""? ????",,,,,03-9298298,???? ?????,??????? ???? ??????,,,,,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.taldor.co.il/"">?????</a>","????? ?? ???""?",Taldor,??,???,,???-??,??,??,??,??,??,??? ???? ?????,??,???? ??????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???? ??????,,,????? 11,??? ????? ?????,,,,,03-7914000,????? ????????,????? ????? ??????? ?????? ????????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">???? ??????</a>","????? ?? ???""?",Telit communication,??,??????? ???? - ??? ????,,???-??,,??,??,??,??,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Itzik Ozer,??,??,??,,,,,,,,,,
???? ??,http://www.tangotec.com/,,"??? ????????? 1, ????","??""? ????",,,,,02-5718555,?? ????,"???? ?????? ????? ?'?? ????? ???? ??? ?????? ??????? ?? ?????? ??????. ????? ???? ???? ?????? ???????? ????? ????? ?? ????""?. ?????? ???? ???? ???? ????? ?????? ?????.",,,31.7698,35.21215,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.tangotec.com/"">???? ??</a>","????? ?? ???""?",Tengo Tech,??,??? ???????,02-5718556,???-??,??,??,??,??,??,???,??,?? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?? ?? ???? ?????,http://www.toplibra.co.il/,,"?.?. 45054, ???? ?? ????",?? ??????,,,,Main@toplibra.co.il,02-5870875,?? ?? ???? ?????,???? ?????? - ????? ?- 1992,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.toplibra.co.il/"">?? ?? ???? ?????</a>","????? ?? ???""?",Tech O Pharm,??,??? ???????,02-5870873,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??.??.??. ????????? ??????,http://www.usr.co.il,,????? 12,?? ??????,,13,,,02-5480505,????? ??????,"??????? ?????? ????????? (??????????, ?????) ????? ?????, ????? ???????",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.usr.co.il"">??.??.??. ????????? ??????</a>","????? ?? ???""?",U.S.R. Electronic systems,??,???,02-5868194,???-??,??,??,??,??,??,????? ??? ????????,??,????? ??????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,13,,,,,,,
?????,http://www.yissum.co.il/,,"??? ?????? ???? ??, ?.?. 39135",Givat Ram,,14,,info@yissum.co.il,02-6586688,??? ????,Hebrew University Technology Transfer,,,31.782,35.2155,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.yissum.co.il/"">?????</a>","????? ?? ???""?",Yissum Technology Transfer,??,???,02-5686689,???,??,??,??,??,??,???? ?????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,14,,,,,,,
??????,http://www.chiasmapharma.com,,????? 10,?? ??????,,45,,,02-571-5885,???? ?????,????? ?????? ?????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.chiasmapharma.com"">??????</a>","????? ?? ???""?",Chiasma,??,???,02-571-5886,???-??,??,??,??,??,??,????? ??? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,15,8,7,,,,,,
?????????,,,???? 10,??? ????? ?????,,,,,072-2510833,????? ??????,????? ????? ?????? ????? ??????? ????????? ??????? ????????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????????</a>","????? ?? ???""?",Karmisoft,??,??????? ???? - ????? ???,04-9587733,???-??,,??,??,??,??,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Yosef Apter,??,??,??,,,,,,,,,,
????????,http://www.leukodx.com,,????? 3,HH,,7,Medical,,02-6744422,?'????? ?????????,????? ????? ?????- ????????? ?? ????? ??,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.leukodx.com"">????????</a>","????? ?? ???""?",Leuko DX,??,???,02-6744455,???-??,??,??,??,??,??,????? ??? ????????,??,?'????? ?????????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,3,2,2,,,,,,
????????,,,,???,,,,,0544928601,Doron Friedman,"????? ????-????????? ?????? ?????? ?????. ?????? 2 ?????? ??????? - ????? ?????. ??? ?????, ????' ??? ??????? ??? ??? ????? ?????? ????? ???????, ??????? ????? ?""? ?'?????. ????? ????? ???????? ????.",,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????????</a>","????? ?? ???""?",Lipocure,??,???,,???-??,??,??,??,??,??,????? ??? ????????,??,Barenholz Chezi,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ?'???,http://www.yandbmc.com/,,"??? ?????? 4/9 ???? ??, ?.?. 39231",Givat Ram,,,,,02-5610752,????? ?????,????? ????? ???????? ??????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.yandbmc.com/"">????? ?'???</a>","????? ?? ???""?",Mothers Choice,??,???,02-6541649,???-??,??,??,??,??,??,??? ???? ?????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?????? ???,http://www.rafa.co.il,,"???? ???? 5, ??????? ?? ???, ????? A, ?'5",HH,,18,pharma,rafa@rafa.co.ie,02-5893939,????? ?????,????? ?????? ?????? ?? ???? ????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.rafa.co.il"">?????? ???</a>","????? ?? ???""?",RAFA Laboratories,??,???,02-5870280,???-??,??,??,??,??,??,????? ??? ????????,??,???? ??????,510182462,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,8,100,,,,,,
??? ????? ??? ???,http://www.mapi-pharma.com/,,,?? ??????,,,,,0506595980,Guy Krasny,????? ????? ????? ????? ?? ??? ???,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.mapi-pharma.com/"">??? ????? ??? ???</a>","????? ?? ???""?",MAPI Pharma Stem Cells,??,???,,???-??,??,??,??,??,,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
???? ?????? ?????,http://www.merozsoftware.co.il,,"??? ????? 12, ??? ????? A",???? ????,,9,hardware,,02-6527501,????? ????,"????? ????? ??? ????? ????? ????? ????????, ?????? ????? ?????? ????? ??????? ?????? ???????",,,31.7941,35.2148,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.merozsoftware.co.il"">???? ?????? ?????</a>","????? ?? ???""?",Meroz Software Systems,??,???,02-6527508,???-??,??,??,??,??,??,????? ??? ????????,??,????? ????,511590869,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,6,1,2,,,,,,
"???????? ????'??? ??""?",http://www.nanonics.co.il,,????? 19,?? ??????,,41,software,,02-6789573,??? ?????,"?????, ????? ?????? ?????? ???????????",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.nanonics.co.il"">???????? ????'??? ??""?</a>","????? ?? ???""?",Nanonics Imaging LTD,??,??? ????,,???-??,??,??,??,??,??,???,??,????? ?????,512426529,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,21,3,13,,,,,,
?????? ?? ???,,,,???,,,,,0528118606,???? ????,?????? ???? ?????????? ????? ??? ????? ????? ????? ???? ???? ????? ??? ??????? ?????. ??????? ????? ??? ????? ?????.,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????? ?? ???</a>","????? ?? ???""?",NovellusDx,??,?????,,???-??,??,??,??,??,??,????? ??? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
?????,http://www.nibit.co.il,,"??? ????, ???? ??? ????? 22, ???? ????",???? ????,,,,nibit@nibit.co.il,02-6541404,?????,"????? ?????? ??????? ????? ?????? ERP ???? ????? ???????? ?????????. ????? ????? ?????? ?????, ????? ?????????? ???????",,,31.7698,35.21215,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.nibit.co.il"">?????</a>","????? ?? ???""?",Nibit,??,??? ???????,02-6541505,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??????? ?????'?,http://solaris-synergy.com/,,????? 12,?? ??????,,5,software,,052-2601804,???? ????,"???? ""clean tech""- ????? ?????? ???????? ????? ????, ????? ?? ????? ??? ??????????? PV ??????",,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://solaris-synergy.com/"">??????? ?????'?</a>","????? ?? ???""?",Solaris synergy,??,???,,???-??,??,??,??,??,??,???? ?????,??,???? ????,514169044,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,4,1,,,,,,,
??????? ?????,,,??? ????-??,???,,,,,,????? ????,???? ????? ?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??????? ?????</a>","????? ?? ???""?",Sonarium Medical,??,?????,,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??????? ???????,http://www.optix-online.com,,"??? ????????? ????, ????? 1, ????? ?'",Malcha,,,medical,,02-6798525,?? ??????,"????? ????? ??????? ??? ???????? ?""? ????????? ?????? ?????. ????? ?????. ????? 13 ??????, ????? 2 ??????, 7 ????? ???????? ?-4 ??????????.",,,31.7698,35.21215,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.optix-online.com"">??????? ???????</a>","????? ?? ???""?",Optix,??,??? ????,,???-??,??,??,??,??,??,????? ??? ????????,??,?? ??????,514527134,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??? ?? ?????????,,,"???? ??-???, ??? ?????? ????-??",Givat Ram,,2,pharma,,02-5670986,??? ????,????? ?? ????????? ???? ??? ??????? ?????? ?????? ?????? ?????? ????? ?????? ??????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ?? ?????????</a>","????? ?? ???""?",Stem Cell Therapeutics,??,???,02-5661881,???-??,??,??,??,??,??,???,??,??? ????,514528835,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,2,,,,,,,,
?????-???????,,,????? ???,?? ??????,,,,,,????,????? ???????? ????? ??????? ??????,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????-???????</a>","????? ?? ???""?",sigma-aldrich,??,?????,,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Hagit Krakow,??,??,??,,,,,,,,,,
?????-??,http://sygnet-tech.com,,"??? ?????? ???? ??, ?.?. 39212",Givat Ram,,,,investors@sygnet-tech.com,02-6516601,?????? (?????) ?????,????? ?????? ????? ?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://sygnet-tech.com"">?????-??</a>","????? ?? ???""?",Sygnet Technologies international,??,???,02-6516602,???-??,??,??,??,??,??,??? ???? ?????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?????,http://www.civan.co.il/,,???? ????? 5,???? ????,,,software,,02-6513339,???? ???,????? ????? ?????? ??????,,,31.7941,35.2148,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.civan.co.il/"">?????</a>","????? ?? ???""?",civan,??,?????,02-6521896,???-??,,??,??,??,??,????? ??? ????????,??,???? ???,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Itzik Ozer,??,??,??,,,,,,,,,,
??????,http://www.detect-ready.com,,????? 10,HH,,2,,,02-5864026,???? ????,?????? ????? ????????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.detect-ready.com"">??????</a>","????? ?? ???""?",Muleclular Detection,??,??? ????,,???-??,??,??,??,??,??,????? ??? ????????,??,???? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,7,4,7,,,,,,
????? ?????,http://www.sephira.fr,,"??' ????? 5, ??? ????",???? ????,,,software,joseph.bouaniche@sephira.fr,02-6550773,????? ?????,????? ?????,,,31.7941,35.2148,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.sephira.fr"">????? ?????</a>","????? ?? ???""?",Sephira & Ofek,??,??? ???????,02-6510137,???-??,??,??,??,??,??,???,??,????? ?????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ???????????,,,"????? 9, ?.?. 45139",HH,,,,,02-5870591,???? ?????????'?,?????,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ???????????</a>","????? ?? ???""?",Power communications,??,???,02-5870601,???-??,??,??,??,??,??,???,??,???? ?????????'?,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???????,http://www.finbird-ts.com,,????? 8,?? ??????,,,,,44203-5140606 ????? 205,???? ??????,"FinBird is a market technology provider, in FX and CFDs systems.",,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.finbird-ts.com"">???????</a>","????? ?? ???""?",Finbird Trading solution,??,???,,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????????? ?????????,http://www.prominingtherapeutics.com,,"??????????? ???????, ??? ??-??, ???? ??, ?.?. 39158",Givat Ram,,2,pharma,,02-6509105,???? ?????,????? ?????? ????? ??????? ????? ??? ???????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.prominingtherapeutics.com"">????????? ?????????</a>","????? ?? ???""?",ProMining Therapeutics,??,???,,???-??,??,??,??,??,??,????? ??? ????????,??,????? ?????,514525989,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,2,,,,,,,
??????,,,????,?????,,,,,02-5853953,???? ????,????? ????????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??????</a>","????? ?? ???""?",Fermentek,??,?????,02-5853943,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Hagit Krakow,??,??,??,,,,,,,,,,
??????,http://www.parasight.com,,"?? ???????? ????, ????? 8, ?.?. 96951",Malcha,,1,,,02-6737370,???? ????,"???? ?????- ??, ????? ??? ????????? ????? ??????, ??????? ????? ?????.",,,,,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.parasight.com"">??????</a>","????? ?? ???""?",parasight,??,?????,,???-??,,??,??,??,,???,??,???? ????,514496280,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Hagit Krakow,??,??,??,,9,1,,,,,,,
??-???,http://www.kovax.co.il,,????? 19,HH,,13,software,,02-5865593,????? ?????,"?????, ????? ?????? ?????? ???? ????? ???? ??????",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.kovax.co.il"">??-???</a>","????? ?? ???""?",Kovax,??,??? ????,02-5879028,???-??,??,??,??,??,??,????? ??? ????????,??,???? ?????,513391943,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,2,2,5,,,,,,
????????? ?????,,,,??? ????? ?????,,,,,054-4449991,???? ????,???? ?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????????? ?????</a>","????? ?? ???""?",Qualitas Biotech,??,?????,,???-??,,??,??,??,,????? ??? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
????????,http://www.cologuard.co.il/,,???? 2.3 ??? ???-?? ??????????? ?????? ????? ???? ??,??? ???-??,,1,medical,,02-6553333,???? ???,????? ???? ???? ?? ????? ???? ???,,,31.782,35.2155,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.cologuard.co.il/"">????????</a>","????? ?? ???""?",Cologuard,??,???,,???-??,??,??,??,??,??,???,??,???? ???,514525971,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,1,,,,,,,
????????,http://www.compumat.co.il,,"???? ??, ??? ??????, ?.?. 39036",??? ???-??,,3,,info@compumat.co.il,02-5667777,???? ????????,??????? ??????? IT. ???????? ??? ???? ?? ?? EDP ????-?????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.compumat.co.il"">????????</a>","????? ?? ???""?",Compumat,??,???,02-5662322,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,18,12,,,,,,,
?????? ??????,,,???? ???? 6,?? ??????,,,,,02-5322267,Condor Pacific Industries Inc,???? ??????? ?????????? ????? ??????? ?????,,,31.809,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????? ??????</a>","????? ?? ???""?",Condor Pacific,??,??? ???????,,???-??,??,??,??,??,??,??? ???? ?????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??????? ?????,http://www.qlightnano.com,,"???? ??-??, ???? ?? ?.?. 39135",Givat Ram,,13,software,,02-6584253,??? ???,,,,31.782,35.2155,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.qlightnano.com"">??????? ?????</a>","????? ?? ???""?",Qlight Nanotech,??,???,,???-??,??,??,??,??,??,???,??,???? ?????,513958272,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,9,3,1,,,,,,
????? ????? ?????? ?????? ????,http://www.rashim.co.il,,"?? ???????? ????, ????? 8",Malcha,,23,software,,072-2600002,???? ????,????? ???? ?????? ????? ?????? ???? ?? ????? ????? ?????? ?????,,,31.7698,35.21215,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.rashim.co.il"">????? ????? ?????? ?????? ????</a>","????? ?? ???""?",Rashim Information Systems,??,???,,???-??,??,??,??,??,??,???,??,???? ????,511237398,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,10,3,10,,,,,,
??'?????,http://regenecure.co.il,,????? 19,HH,,,,harry@regenecure.co.il,0545985230,??? ????,,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://regenecure.co.il"">??'?????</a>","????? ?? ???""?",Regenecure,??,???,02-5401015,???-??,??,??,??,??,??,????? ??? ????????,??,??? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
?? ????,,,"???? ?????? 24, ?""?",???,,,media,,03-6459550,???? ?????,???? ?????? ?????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?? ????</a>","????? ?? ???""?",,??,???,,???,,??,??,??,??,????? ??? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Itzik Ozer,??,??,??,,,,,,,,,,
